"Message",Low,"Doel PreResolveTransforms in bestand C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\ARM\ilc\IlcInternals.targets uit project C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\Unnamed_1 (doel RunILTransforms is hiervan afhankelijk):"
"Message",Low,"Doel PreResolveTransforms wordt volledig opgebouwd."
"Message",Low,"Uitvoerbestand C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\intermediate\PreMergeILTransformed\RaspberryPi.exe bestaat niet."
"Message",Low,"Taak MakeDir"
"Message",Normal,"De map C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\intermediate\PreMergeILTransformed\ wordt gemaakt."
"Message",Low,"Uitvoeren van taak MakeDir voltooid."
"Message",Low,"De taak AssemblyClosureTask uit assembly Microsoft.Build.ILTasks wordt gebruikt."
"Message",Low,"Taak AssemblyClosureTask"
"Message",Low,"Uitvoeren van taak AssemblyClosureTask voltooid."
"Message",Low,"Taak ILTransformTask"
"Message",Normal,"Running 'ResolveSelfReferences' transform, heap at 34 mb."
"Message",Normal,"Could not find symbols for assembly 'C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\Microsoft.ApplicationInsights.dll'. Symbols should be placed in the same folder as the assembly."
"Message",Normal,"Could not find symbols for assembly 'C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\Microsoft.ApplicationInsights.Extensibility.Windows.dll'. Symbols should be placed in the same folder as the assembly."
"Message",Normal,"Could not find symbols for assembly 'C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\Microsoft.ApplicationInsights.PersistenceChannel.dll'. Symbols should be placed in the same folder as the assembly."
"Message",Normal,"Running 'RemoveDuplicateMembers' transform, heap at 49 mb."
"Message",Normal,"Running 'GenericNameValidator' transform, heap at 49 mb."
"Message",Normal,"Running 'PortableLib' transform, heap at 49 mb."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"   ms | heap delta | name"
"Message",Normal,"   107 |         15 | ResolveSelfReferences"
"Message",Normal,"     0 |          0 | PortableLib"
"Message",Normal,"     0 |          0 | GenericNameValidator"
"Message",Normal,"     0 |          0 | RemoveDuplicateMembers"
"Message",Normal,"Writing transformed assembly took 0 ms, heap at 49 mb."
"Message",Low,"Uitvoeren van taak ILTransformTask voltooid."
"Message",Low,"De taak Copy uit assembly Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a wordt gebruikt."
"Message",Low,"Taak Copy"
"Message",Normal,"Bestand wordt gekopieerd van C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\RaspberryPi.pdb naar C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\intermediate\PreMergeILTransformed\RaspberryPi.pdb."
"Message",Low,"Uitvoeren van taak Copy voltooid."
"Message",Low,"Taak Copy"
"Message",Normal,"Bestand wordt gekopieerd van C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\RaspberryPi.exe naar C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\intermediate\PreMergeILTransformed\RaspberryPi.exe."
"Message",Low,"Uitvoeren van taak Copy voltooid."
"Message",Low,"Opbouwen van doel PreResolveTransforms in project Unnamed_1 voltooid."
"Message",Low,"Doel InitInputResourceName in bestand C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\ARM\ilc\IlcInternals.targets uit project C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\Unnamed_1 (doel RunILTransforms is hiervan afhankelijk):"
"Message",Low,"Taak ResolveFilePathTask overgeslagen vanwege onjuiste voorwaarde; ('$(InputPath)' != '' and Exists('$(InputPath)\obj\')) heeft ('C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in' != '' and Exists('C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\obj\')) opgeleverd."
"Message",Low,"De taak ResolveFilePathTask uit assembly Microsoft.Build.ILTasks wordt gebruikt."
"Message",Low,"Taak ResolveFilePathTask"
"Message",Low,"Uitvoeren van taak ResolveFilePathTask voltooid."
"Message",Low,"Opbouwen van doel InitInputResourceName in project Unnamed_1 voltooid."
"Message",Low,"Doel PreResolveTransforms overgeslagen. Vorige opbouw geslaagd."
"Message",Low,"Doel ResolveInitialReferences in bestand C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\ARM\ilc\IlcInternals.targets uit project C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\Unnamed_1 (doel RunILTransforms is hiervan afhankelijk):"
"Message",Low,"Taak ResolveFilePathTask"
"Message",Low,"Uitvoeren van taak ResolveFilePathTask voltooid."
"Message",Low,"Taak ResolveFilePathTask"
"Message",Low,"Uitvoeren van taak ResolveFilePathTask voltooid."
"Message",Low,"Taak IlcErrorTask overgeslagen vanwege onjuiste voorwaarde; ('@(UnresolvedManagedDllFilesErrorParameters)'!='') heeft (''!='') opgeleverd."
"Message",Low,"Taak AssemblyClosureTask"
"Message",Low,"Uitvoeren van taak AssemblyClosureTask voltooid."
"Message",Low,"Taak AssemblyClosureTask"
"Message",Low,"Uitvoeren van taak AssemblyClosureTask voltooid."
"Message",Low,"De taak RemoveDuplicates uit assembly Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a wordt gebruikt."
"Message",Low,"Taak RemoveDuplicates"
"Message",Low,"Uitvoeren van taak RemoveDuplicates voltooid."
"Message",Low,"Opbouwen van doel ResolveInitialReferences in project Unnamed_1 voltooid."
"Message",Low,"Doel RunILTransforms in bestand C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\ARM\ilc\IlcInternals.targets uit project C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\Unnamed_1 (doel GenerateMDILResponseFileSingleFile is hiervan afhankelijk):"
"Message",Low,"Doel RunILTransforms wordt volledig opgebouwd."
"Message",Low,"Uitvoerbestand C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\intermediate\ILTransformed\RaspberryPi.ilexe bestaat niet."
"Message",Low,"Taak IlcMessageTask"
"Message",High,"Processing application code"
"Message",Low,"Uitvoeren van taak IlcMessageTask voltooid."
"Message",Low,"De taak ValidateSimpleNamesTask uit assembly C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\ARM\ilc\ilc.exe wordt gebruikt."
"Message",Low,"Taak ValidateSimpleNamesTask"
"Message",Low,"Uitvoeren van taak ValidateSimpleNamesTask voltooid."
"Message",Low,"Taak MakeDir"
"Message",Normal,"De map C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\intermediate\ILTransformed\ wordt gemaakt."
"Message",Low,"Uitvoeren van taak MakeDir voltooid."
"Message",Low,"Taak IlcErrorTask overgeslagen vanwege onjuiste voorwaarde; ('$(PlatformTarget)'=='') heeft ('arm'=='') opgeleverd."
"Message",Low,"Taak IlcErrorTask overgeslagen vanwege onjuiste voorwaarde; ('$(BuildSharedAssemblies)' == 'true' and '$(UseSharedAssemblies)' == 'true') heeft ('false' == 'true' and 'false' == 'true') opgeleverd."
"Message",Low,"Taak ResolveFilePathTask"
"Message",Low,"Uitvoeren van taak ResolveFilePathTask voltooid."
"Message",Low,"Taak IlcErrorTask overgeslagen vanwege onjuiste voorwaarde; ('@(UnresolvedMcgSourceContractsReferencesErrorParameters)'!='') heeft (''!='') opgeleverd."
"Message",Low,"Taak ResolveFilePathTask"
"Message",Low,"Uitvoeren van taak ResolveFilePathTask voltooid."
"Message",Low,"Taak IlcErrorTask overgeslagen vanwege onjuiste voorwaarde; ('@(UnresolvedMcgSourceFacadeErrorParameters)'!='') heeft (''!='') opgeleverd."
"Message",Low,"Taak ResolveFilePathTask"
"Message",Low,"Uitvoeren van taak ResolveFilePathTask voltooid."
"Message",Low,"Taak ResolveFilePathTask"
"Message",Low,"Uitvoeren van taak ResolveFilePathTask voltooid."
"Message",Low,"Taak IlcErrorTask overgeslagen vanwege onjuiste voorwaarde; ('@(UnresolvedManagedDllFilesErrorParameters)'!='') heeft (''!='') opgeleverd."
"Message",Low,"Taak AssemblyClosureTask"
"Message",Low,"Uitvoeren van taak AssemblyClosureTask voltooid."
"Message",Low,"Taak ResolveFilePathTask"
"Message",Low,"Uitvoeren van taak ResolveFilePathTask voltooid."
"Message",Low,"Taak IlcErrorTask overgeslagen vanwege onjuiste voorwaarde; ('@(UnresolvedCoreAssemblyErrorParameters)'!='') heeft (''!='') opgeleverd."
"Message",Low,"Taak RemoveDuplicates"
"Message",Low,"Uitvoeren van taak RemoveDuplicates voltooid."
"Message",Low,"Taak AddToNativePackageTask overgeslagen vanwege onjuiste voorwaarde; ('@(NeedsClrCompression)' != '') heeft ('' != '') opgeleverd."
"Message",Low,"Taak MakeDir"
"Message",Normal,"De map C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\intermediate\SgGenerated wordt gemaakt."
"Message",Low,"Uitvoeren van taak MakeDir voltooid."
"Message",Low,"De taak WriteLinesToFile uit assembly Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a wordt gebruikt."
"Message",Low,"Taak WriteLinesToFile"
"Message",Low,"Uitvoeren van taak WriteLinesToFile voltooid."
"Message",Low,"Taak ReadLinesFromFile overgeslagen vanwege onjuiste voorwaarde; ('$(UseSharedAssemblies)' == 'true') heeft ('false' == 'true') opgeleverd."
"Message",Low,"Taak MakeDir"
"Message",Normal,"De map C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\intermediate\ResW\ wordt gemaakt."
"Message",Low,"Uitvoeren van taak MakeDir voltooid."
"Message",Low,"Taak IlcWarningTask overgeslagen vanwege onjuiste voorwaarde; ('$(BuildSharedAssemblies)' != 'true' and '@(ReducerInputFiles)' == '') heeft ('false' != 'true' and 'C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\Properties\Default.rd.xml' == '') opgeleverd."
"Message",Low,"Taak ILTransformTask"
"Message",Normal,"Running 'Mcg' transform, heap at 14 mb."
"Message",High,"Computing application closure and generating interop code"
"Message",Normal,"  List of .lib files:"
"Message",Normal,"      mincore.lib"
"Message",Normal,"  List of .lib search paths:"
"Message",Normal,"      C:\Program Files (x86)\Windows Kits\10\lib\10.0.10240.0\um\arm"
"Message",Normal,"  Loading exports from libs..."
"Message",Normal,"      4184 exports read from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.10240.0\um\arm\mincore.lib'."
"Message",Normal,"  Loading 79 modules..."
"Message",Normal,"  Discovering types..."
"Message",Normal,"      Imported reflection directives from 12 files:"
"Message",Normal,"          C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\Properties\Default.rd.xml"
"Message",Normal,"          Embedded manifest in System.Diagnostics.Tracing: Resources.System.Diagnostics.Tracing.rd.xml"
"Message",Normal,"          Embedded manifest in System.Private.CoreLib: Resources.System.Private.CoreLib.rd.xml"
"Message",Normal,"          Embedded manifest in System.Private.Uri: Resources.System.Private.Uri.rd.xml"
"Message",Normal,"          Embedded manifest in System.Private.Reflection: Resources.System.Private.Reflection.rd.xml"
"Message",Normal,"          Embedded manifest in System.Private.Reflection.Core: Resources.System.Private.Reflection.Core.rd.xml"
"Message",Normal,"          Embedded manifest in System.Private.Interop: Resources.System.Private.Interop.rd.xml"
"Message",Normal,"          Embedded manifest in System.Xml.XmlSerializer: System.Xml.XmlSerializer.Resources.System.Xml.XmlSerializer.rd.xml"
"Message",Normal,"          Embedded manifest in System.Xml.ReaderWriter: System.Xml.Resources.System.Xml.ReaderWriter.rd.xml"
"Message",Normal,"          Embedded manifest in System.Private.DataContractSerialization: System.Private.DataContractSerialization.Resources.System.Private.DataContractSerialization.rd.xml"
"Message",Normal,"          Embedded manifest in System.Runtime.Serialization.Primitives: System.Runtime.Serialization.Primitives.Resources.System.Runtime.Serialization.Primitives.rd.xml"
"Message",Normal,"          Microsoft.ApplicationInsights"
"Message",Normal,"      Imported XAML Roots from 1 files:"
"Message",Normal,"          C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\RaspberryPi.xr.xml"
"Message",Normal,"  2164 type(s) discovered in 6247,00 ms. "
"Message",Normal,"  Importing types into IR..."
"Message",Normal,"      WinRT roots      : 1249"
"Message",Normal,"      CCW roots        : 908"
"Message",Normal,"      COM roots        : 7"
"Message",Normal,"      PInvoke methods  : 44"
"Message",Normal,"      PInvoke delegates: 1"
"Message",Normal,"      PInvoke structs  : 18"
"Message",Normal,"  3201 types imported in 136,00 ms. "
"Message",Normal,"  Generating code..."
"Message",Normal,"      Resolving P/invokes..."
"Message",Normal,"          P/invoke 'RhWaitForPendingFinalizers' could not be resolved and defaulting to [MRT]!RhWaitForPendingFinalizers"
"Message",Normal,"          P/invoke 'RhCompatibleReentrantWaitAny' could not be resolved and defaulting to [MRT]!RhCompatibleReentrantWaitAny"
"Message",Normal,"          P/invoke '_ecvt_s' could not be resolved and defaulting to [MRT]!_ecvt_s"
"Message",Normal,"          P/invoke 'memmove' could not be resolved and defaulting to [MRT]!memmove"
"Message",Normal,"          P/invoke 'GetLastError' resolved to api-ms-win-core-errorhandling-l1-1-1.dll!GetLastError"
"Message",Normal,"          P/invoke 'SetLastError' resolved to api-ms-win-core-errorhandling-l1-1-1.dll!SetLastError"
"Message",Normal,"          P/invoke 'GetLastError' resolved to api-ms-win-core-errorhandling-l1-1-1.dll!GetLastError"
"Message",Normal,"          P/invoke 'NormalizeString' could not be resolved and defaulting to api-ms-win-core-normalization-l1-1-0.dll!NormalizeString"
"Message",Normal,"          P/invoke 'RoInitialize' resolved to api-ms-win-core-winrt-l1-1-0.dll!RoInitialize"
"Message",Normal,"          P/invoke 'IsValidLocaleName' resolved to api-ms-win-core-localization-l1-2-1.dll!IsValidLocaleName"
"Message",Normal,"          P/invoke 'ResolveLocaleName' resolved to api-ms-win-core-localization-l1-2-1.dll!ResolveLocaleName"
"Message",Normal,"          P/invoke 'FormatMessage' resolved to api-ms-win-core-localization-l1-2-1.dll!FormatMessageA"
"Message",Normal,"          P/invoke 'GetCPInfoExW' resolved to api-ms-win-core-localization-l1-2-1.dll!GetCPInfoExW"
"Message",Normal,"          P/invoke 'IdnToAscii' resolved to api-ms-win-core-localization-l1-2-1.dll!IdnToAscii"
"Message",Normal,"          P/invoke 'IdnToUnicode' resolved to api-ms-win-core-localization-l1-2-1.dll!IdnToUnicode"
"Message",Normal,"          P/invoke 'FindNLSStringEx' resolved to api-ms-win-core-localization-l1-2-1.dll!FindNLSStringEx"
"Message",Normal,"          P/invoke 'FormatMessageW' resolved to api-ms-win-core-localization-l1-2-1.dll!FormatMessageW"
"Message",Normal,"          P/invoke 'GetCommandLineW' resolved to api-ms-win-core-processenvironment-l1-2-0.dll!GetCommandLineW"
"Message",Normal,"          P/invoke 'GetCurrentThreadId' resolved to api-ms-win-core-processthreads-l1-1-2.dll!GetCurrentThreadId"
"Message",Normal,"          P/invoke 'GetCurrentProcessId' resolved to api-ms-win-core-processthreads-l1-1-2.dll!GetCurrentProcessId"
"Message",Normal,"          P/invoke 'EventWriteTransfer' resolved to api-ms-win-eventing-provider-l1-1-0.dll!EventWriteTransfer"
"Message",Normal,"          P/invoke 'EventSetInformation' resolved to api-ms-win-eventing-provider-l1-1-0.dll!EventSetInformation"
"Message",Normal,"          P/invoke 'EventRegister' resolved to api-ms-win-eventing-provider-l1-1-0.dll!EventRegister"
"Message",Normal,"          P/invoke 'EventUnregister' resolved to api-ms-win-eventing-provider-l1-1-0.dll!EventUnregister"
"Message",Normal,"          P/invoke 'RaiseFailFastException' resolved to api-ms-win-core-errorhandling-l1-1-3.dll!RaiseFailFastException"
"Message",Normal,"          P/invoke 'QueryPerformanceFrequency' resolved to api-ms-win-core-profile-l1-1-0.dll!QueryPerformanceFrequency"
"Message",Normal,"          P/invoke 'QueryPerformanceCounter' resolved to api-ms-win-core-profile-l1-1-0.dll!QueryPerformanceCounter"
"Message",Normal,"          P/invoke 'deflateEnd' could not be resolved and defaulting to clrcompression.dll!deflateEnd"
"Message",Normal,"          P/invoke 'inflateEnd' could not be resolved and defaulting to clrcompression.dll!inflateEnd"
"Message",Normal,"          P/invoke 'deflateInit2_' could not be resolved and defaulting to clrcompression.dll!deflateInit2_"
"Message",Normal,"          P/invoke 'deflate' could not be resolved and defaulting to clrcompression.dll!deflate"
"Message",Normal,"          P/invoke 'GetNativeSystemInfo' resolved to api-ms-win-core-sysinfo-l1-2-1.dll!GetNativeSystemInfo"
"Message",Normal,"          P/invoke 'VirtualQuery' resolved to api-ms-win-core-memory-l1-1-2.dll!VirtualQuery"
"Message",Normal,"          P/invoke 'CompareStringEx' resolved to api-ms-win-core-string-l1-1-0.dll!CompareStringEx"
"Message",Normal,"          P/invoke 'CompareStringOrdinal' resolved to api-ms-win-core-string-l1-1-0.dll!CompareStringOrdinal"
"Message",Normal,"          P/invoke 'FindStringOrdinal' resolved to api-ms-win-core-libraryloader-l1-2-0.dll!FindStringOrdinal"
"Message",Normal,"          P/invoke 'CoCreateInstance' resolved to api-ms-win-core-com-l1-1-1.dll!CoCreateInstance"
"Message",Normal,"          P/invoke 'QueryUnbiasedInterruptTime' resolved to api-ms-win-core-realtime-l1-1-0.dll!QueryUnbiasedInterruptTime"
"Message",Normal,"          P/invoke 'SysFreeString' resolved to oleaut32.dll!#6"
"Message",Normal,"          P/invoke 'GetLongPathNameW' resolved to api-ms-win-core-file-l1-2-1.dll!GetLongPathNameW"
"Message",Normal,"          P/invoke 'GetLongPathNameW' resolved to api-ms-win-core-file-l1-2-1.dll!GetLongPathNameW"
"Message",Normal,"          P/invoke 'GetFullPathNameW' resolved to api-ms-win-core-file-l1-2-1.dll!GetFullPathNameW"
"Message",Normal,"          P/invoke 'GetFullPathNameW' resolved to api-ms-win-core-file-l1-2-1.dll!GetFullPathNameW"
"Message",Normal,"          P/invoke 'RoGetBufferMarshaler' could not be resolved and defaulting to api-ms-win-core-winrt-robuffer-l1-1-0.dll!RoGetBufferMarshaler"
"Message",Normal,"  Interop code generated in 300,00 ms."
"Message",Normal,"  Written code to RaspberryPi.Interop.g.cs in 1534,66 ms"
"Message",Normal,"  Written code to RaspberryPi.ITFProxy.g.cs in 0,25 ms"
"Message",Normal,"Running 'CompileMcgSource' transform, heap at 192 mb."
"Message",High,"Compiling interop code"
"Message",Low,"Compiling MCG output with arguments:  /debug:""pdbonly"" /nowarn:""0436;0618;1668;1685"" /debug+ /nostdlib+ /optimize+ /out:""C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\intermediate\RaspberryPi.Interop.dll"" /pdb:""C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\intermediate\RaspberryPi.Interop.pdb"" /platform:""arm"" /warnaserror+ /unsafe /noconfig /nologo /target:library /define:""WIN32"" /define:""ARM"" /define:""MCG_PRE_BUILD"" /r:""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\ARM\ilc\lib\Private\System.Private.Corelib.dll"" /r:""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\ARM\ilc\lib\Private\System.Private.Corelib.InteropServices.dll"" /r:""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\ARM\ilc\lib\Private\System.Private.Interop.dll"" /r:""C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\System.Private.Uri.dll"" /r:""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\ARM\ilc\lib\Private\System.Private.CompilerServices.ICastable.dll"" /r:""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\ARM\ilc\lib\Private\System.Private.Reflection.dll"" /r:""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\ARM\ilc\lib\Private\System.Private.DispatchProxy.dll"" /r:""C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\System.Reflection.DispatchProxy.dll"" /r:""C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\System.Reflection.dll"" /r:""C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\System.Runtime.dll"" /r:""C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\System.Runtime.Extensions.dll"" /r:""C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\System.Runtime.InteropServices.dll"" /r:""C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\System.Runtime.InteropServices.WindowsRuntime.dll"" /r:""C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\System.Collections.dll"" /r:""C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\System.ObjectModel.dll"" /r:""C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\System.Runtime.WindowsRuntime.dll"" /r:""C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\System.Runtime.WindowsRuntime.UI.Xaml.dll"" /r:""C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\System.Numerics.Vectors.dll"" /r:""C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\System.Threading.dll"" /r:""C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\System.Diagnostics.Debug.dll"" /r:""C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\System.Runtime.Handles.dll"" /r:""C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\in\System.Dynamic.Runtime.dll"" ""C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\intermediate\RaspberryPi.Interop.g.cs"" ""C:\Users\user\Documents\GitHub\RoombaRaspberry\RaspberryPi\RaspberryPi\obj\ARM\Release\ilc\intermediate\RaspberryPi.ITFProxy.g.cs"""
"Message",Normal,"Running 'SerializationAssemblyGenerator' transform, heap at 193 mb."
"Message",High,"Generating serialization code"
"Message",Normal,"The type 'System.Net.Security.ProtectionLevel' is found in more than one assembly."
"Message",Normal,"file:///C:/Users/user/Documents/GitHub/RoombaRaspberry/RaspberryPi/RaspberryPi/obj/ARM/Release/ilc/in/System.Private.Networking.dll"
